id,date,category,brand_type
14500,1/26/2012,"Dairy, Juices & Snacks",Established
14501,1/26/2012,Pharmaceutical,Local
14503,1/26/2012,Grocery,Established
14504,1/26/2012,Grocery,Established
14505,1/26/2012,Pharmaceutical,Established
14507,1/26/2012,Alcohol,Established
14511,1/26/2012,Prepared Food,Local
14518,1/26/2012,Grocery,Established
14520,1/26/2012,Grocery,Established
14521,1/26/2012,Grocery,Established
14523,1/26/2012,Pharmaceutical,Established
14525,1/26/2012,Grocery,Established
14526,1/26/2012,Grocery,Local
14530,1/26/2012,Pharmaceutical,Established
14531,1/26/2012,Grocery,Established
14534,1/26/2012,Pharmaceutical,Established
14538,1/26/2012,Grocery,Established
14540,1/26/2012,Grocery,Local
14541,1/26/2012,Grocery,Established
14542,1/26/2012,Grocery,Established
14544,1/26/2012,Grocery,Established
14545,1/26/2012,Grocery,Established
14546,1/26/2012,Pharmaceutical,Established
14547,1/26/2012,Seafood,Established
14548,1/26/2012,"Dairy, Juices & Snacks",Established
14549,1/26/2012,Prepared Food,Established
14551,1/26/2012,Grocery,Local
14552,1/26/2012,Pharmaceutical,Established
14554,1/26/2012,Pharmaceutical,Established
14555,1/26/2012,Grocery,Established
14557,1/26/2012,Grocery,Established
14560,1/26/2012,Grocery,Established
14561,1/26/2012,Pharmaceutical,Established
14562,1/26/2012,Grocery,Established
14564,1/26/2012,Grocery,Established
14565,1/26/2012,Packaged Meat,Established
14566,1/26/2012,Natural Products,Established
14567,1/26/2012,Grocery,Established
14568,1/26/2012,Pharmaceutical,Established
14569,1/26/2012,Natural Products,Established
14570,1/26/2012,Grocery,Established
14572,1/26/2012,Grocery,Local
14574,1/26/2012,Pharmaceutical,Established
14575,1/26/2012,Grocery,Established
14576,1/26/2012,Grocery,Established
14578,1/26/2012,Packaged Meat,Local
14579,1/26/2012,Pharmaceutical,Local
14581,1/26/2012,Grocery,Established
14586,1/26/2012,Pharmaceutical,Local
14587,1/26/2012,Pharmaceutical,Established
14589,1/26/2012,Pharmaceutical,Established
14593,1/26/2012,Grocery,Established
14595,1/26/2012,Grocery,Established
14598,1/26/2012,Pharmaceutical,Established
14599,1/26/2012,Grocery,Established
14600,1/26/2012,Pharmaceutical,Established
14601,1/25/2012,Pharmaceutical,Established
14602,1/25/2012,Pharmaceutical,Established
14603,1/25/2012,Pharmaceutical,Established
14604,1/25/2012,Packaged Meat,Established
14605,1/25/2012,Pharmaceutical,Established
14606,1/25/2012,Pharmaceutical,Established
14607,1/25/2012,Grocery,Established
14608,1/25/2012,Pharmaceutical,Established
14609,1/25/2012,Grocery,Local
14611,1/26/2012,Pharmaceutical,Established
14612,1/26/2012,Grocery,Local
14614,1/26/2012,Pharmaceutical,Established
14617,1/26/2012,Grocery,Local
14618,1/26/2012,Pharmaceutical,Established
14619,1/26/2012,Grocery,Established
14620,1/26/2012,Grocery,Established
14621,1/26/2012,Grocery,Established
14623,1/26/2012,Grocery,Local
14624,1/26/2012,Meat,Established
14628,1/26/2012,"Dairy, Juices & Snacks",Established
14630,1/26/2012,Natural Products,Established
14631,1/26/2012,Pharmaceutical,Established
14632,1/26/2012,Pharmaceutical,Established
14634,1/26/2012,Grocery,Established
14635,1/26/2012,Pharmaceutical,Established
14636,1/26/2012,Grocery,Established
14637,1/26/2012,Pharmaceutical,Established
14639,1/26/2012,Grocery,Established
14641,1/26/2012,Bakery,Established
14644,1/26/2012,Pharmaceutical,Established
14646,1/26/2012,Pharmaceutical,Local
14647,1/26/2012,Packaged Meat,Established
14649,1/26/2012,Pharmaceutical,Established
14652,1/26/2012,Pharmaceutical,Established
14653,1/26/2012,Bakery,Local
14654,1/26/2012,Grocery,Local
14655,1/26/2012,Grocery,Established
14656,1/26/2012,Pharmaceutical,Local
14657,1/26/2012,Grocery,Established
14659,1/26/2012,Pharmaceutical,Established
14662,1/26/2012,Packaged Meat,Established
14665,1/26/2012,Grocery,Local
14666,1/26/2012,Grocery,Established
14667,1/26/2012,Pharmaceutical,Established
14668,1/26/2012,Grocery,Established
14671,1/26/2012,Grocery,Established
14673,1/26/2012,Grocery,Local
14674,1/26/2012,Pharmaceutical,Established
14675,1/26/2012,Grocery,Established
14676,1/26/2012,Skin & Hair Care,Local
14677,1/26/2012,Pharmaceutical,Established
14678,1/26/2012,Grocery,Established
14683,1/26/2012,Grocery,Established
14684,1/26/2012,Bakery,Local
14685,1/26/2012,Grocery,Established
14686,1/26/2012,Grocery,Local
14688,1/26/2012,Grocery,Established
14689,1/26/2012,Packaged Meat,Established
14690,1/26/2012,Grocery,Established
14691,1/26/2012,Grocery,Established
14696,1/26/2012,Grocery,Established
14697,1/26/2012,Grocery,Established
14698,1/26/2012,Pharmaceutical,Established
14699,1/26/2012,Grocery,Local
14702,1/26/2012,Pharmaceutical,Established
14703,1/26/2012,Grocery,Local
14707,1/26/2012,Pharmaceutical,Established
14708,1/26/2012,Grocery,Established
14709,1/26/2012,Grocery,Established
14711,1/26/2012,Grocery,Established
14712,1/26/2012,Grocery,Local
14713,1/26/2012,Grocery,Local
14714,1/26/2012,Pharmaceutical,Established
14715,1/26/2012,Pharmaceutical,Established
14716,1/26/2012,Grocery,Established
14718,1/26/2012,Grocery,Established
14719,1/26/2012,Packaged Meat,Established
14720,1/26/2012,Grocery,Established
14721,1/26/2012,Grocery,Established
14722,1/26/2012,Pharmaceutical,Established
14723,1/26/2012,Packaged Meat,Established
14726,1/26/2012,"Dairy, Juices & Snacks",Established
14727,1/26/2012,Meat,Established
14729,1/26/2012,Pharmaceutical,Established
14730,1/26/2012,Bakery,Local
14731,1/26/2012,Grocery,Established
14734,1/26/2012,Pharmaceutical,Established
14737,1/26/2012,Grocery,Established
14738,1/26/2012,Natural Products,Established
14739,1/26/2012,Pharmaceutical,Established
14740,1/26/2012,Prepared Food,Established
14742,1/26/2012,Grocery,Established
14744,1/26/2012,Grocery,Established
14745,1/26/2012,Pharmaceutical,Established
14746,1/26/2012,Pharmaceutical,Established
14749,1/26/2012,Natural Products,Established
14751,1/26/2012,Grocery,Established
14752,1/26/2012,Grocery,Established
14753,1/26/2012,Grocery,Established
14755,1/26/2012,Grocery,Established
14756,1/26/2012,Pharmaceutical,Local
14757,1/26/2012,Grocery,Local
14760,1/26/2012,Pharmaceutical,Established
14762,1/26/2012,Skin & Hair Care,Established
14765,1/26/2012,Pharmaceutical,Established
14766,1/26/2012,Prepared Food,Established
14767,1/26/2012,Grocery,Established
14768,1/26/2012,Prepared Food,Established
14769,1/26/2012,"Dairy, Juices & Snacks",Established
14775,1/26/2012,Grocery,Established
14776,1/26/2012,"Dairy, Juices & Snacks",Established
14777,1/26/2012,Grocery,Established
14778,1/26/2012,Prepared Food,Established
14779,1/26/2012,Grocery,Established
14780,1/26/2012,Prepared Food,Established
14783,1/26/2012,Grocery,Local
14784,1/26/2012,"Dairy, Juices & Snacks",Established
14785,1/26/2012,Grocery,Local
14786,1/26/2012,Skin & Hair Care,Established
14787,1/26/2012,Grocery,Established
14788,1/26/2012,Pharmaceutical,Established
14789,1/26/2012,Grocery,Local
14791,1/26/2012,Grocery,Established
14792,1/26/2012,Pharmaceutical,Established
14793,1/26/2012,Grocery,Local
14795,1/26/2012,"Dairy, Juices & Snacks",Established
14796,1/26/2012,Grocery,Local
14797,1/26/2012,Pharmaceutical,Established
14798,1/26/2012,Meat,Established
14799,1/26/2012,"Dairy, Juices & Snacks",Established
14800,1/26/2012,Grocery,Established
14801,1/26/2012,Grocery,Established
14802,1/26/2012,Pharmaceutical,Established
14803,1/26/2012,Pharmaceutical,Established
14804,1/26/2012,Pharmaceutical,Established
14805,1/26/2012,Grocery,Established
14806,1/26/2012,Grocery,Established
14807,1/26/2012,Pharmaceutical,Established
14809,1/26/2012,Pharmaceutical,Established
14810,1/26/2012,Grocery,Established
14812,1/26/2012,Grocery,Established
14813,1/26/2012,Grocery,Established
14814,1/26/2012,Skin & Hair Care,Established
14815,1/26/2012,Pharmaceutical,Established
14817,1/26/2012,Pharmaceutical,Established
14819,1/26/2012,Grocery,Established
14821,1/26/2012,Pharmaceutical,Established
14823,1/26/2012,Pharmaceutical,Established
14825,1/26/2012,Grocery,Established
14826,1/26/2012,Meat,Established
14828,1/26/2012,Grocery,Established
14829,1/26/2012,Grocery,Established
14830,1/26/2012,Pharmaceutical,Established
14832,1/26/2012,Natural Products,Established
14833,1/26/2012,Grocery,Local
14834,1/26/2012,Pharmaceutical,Established
14835,1/26/2012,Prepared Food,Established
14836,1/26/2012,Grocery,Established
14838,1/26/2012,Meat,Established
14839,1/26/2012,Seafood,Local
14843,1/26/2012,Grocery,Established
14844,1/26/2012,Grocery,Established
14846,1/26/2012,Grocery,Established
14847,1/26/2012,Meat,Established
14849,1/26/2012,Grocery,Local
14850,1/26/2012,Grocery,Established
14852,1/26/2012,Packaged Meat,Established
14854,1/26/2012,Pharmaceutical,Established
14855,1/26/2012,Pharmaceutical,Local
14856,1/26/2012,Pharmaceutical,Established
14857,1/26/2012,Grocery,Established
14858,1/26/2012,Grocery,Established
14860,1/26/2012,Pharmaceutical,Established
14861,1/26/2012,Pharmaceutical,Established
14864,1/26/2012,Pharmaceutical,Established
14866,1/26/2012,Grocery,Local
14867,1/26/2012,Grocery,Established
14868,1/26/2012,Pharmaceutical,Local
14870,1/26/2012,Grocery,Established
14871,1/26/2012,Grocery,Established
14872,1/26/2012,Pharmaceutical,Established
14873,1/26/2012,Packaged Meat,Established
14875,1/26/2012,Grocery,Established
14876,1/26/2012,Pharmaceutical,Established
14877,1/26/2012,Grocery,Established
14878,1/26/2012,Grocery,Local
14879,1/26/2012,Grocery,Established
14880,1/26/2012,"Dairy, Juices & Snacks",Established
14881,1/26/2012,Pharmaceutical,Established
14884,1/26/2012,Seafood,Established
14887,1/26/2012,Meat,Established
14888,1/26/2012,Grocery,Established
14890,1/26/2012,Pharmaceutical,Established
14891,1/26/2012,Bakery,Established
14893,1/26/2012,Flowers & Plants,Established
14895,1/26/2012,Grocery,Established
14897,1/26/2012,Natural Products,Established
14898,1/26/2012,Pharmaceutical,Established
14899,1/26/2012,Grocery,Established
14900,1/26/2012,Pharmaceutical,Established
14901,1/26/2012,Grocery,Local
14902,1/26/2012,Grocery,Established
14903,1/26/2012,Natural Products,Established
14905,1/26/2012,Grocery,Established
14906,1/26/2012,Grocery,Established
14907,1/26/2012,Pharmaceutical,Established
14908,1/26/2012,Pharmaceutical,Established
14909,1/26/2012,Grocery,Established
14910,1/26/2012,Prepared Food,Established
14912,1/26/2012,Pharmaceutical,Established
14914,1/26/2012,Grocery,Established
14917,1/26/2012,Pharmaceutical,Established
14920,1/26/2012,Grocery,Established
14921,1/26/2012,Grocery,Established
14922,1/26/2012,Grocery,Established
14924,1/26/2012,Pharmaceutical,Established
14925,1/26/2012,Pharmaceutical,Established
14928,1/26/2012,Grocery,Established
14929,1/26/2012,Grocery,Established
14931,1/26/2012,Pharmaceutical,Established
14932,1/26/2012,Grocery,Established
14933,1/26/2012,Pharmaceutical,Established
14934,1/26/2012,Pharmaceutical,Established
14936,1/26/2012,Grocery,Local
14938,1/26/2012,Bakery,Established
14939,1/26/2012,Grocery,Established
14941,1/26/2012,Skin & Hair Care,Established
14942,1/26/2012,Grocery,Established
14947,1/26/2012,Grocery,Established
14948,1/26/2012,Grocery,Established
14950,1/26/2012,Pharmaceutical,Established
14953,1/26/2012,Pharmaceutical,Established
14955,1/26/2012,Pharmaceutical,Established
14956,1/26/2012,Natural Products,Established
14958,1/26/2012,Grocery,Local
14959,1/26/2012,Grocery,Established
14961,1/26/2012,Meat,Established
14964,1/26/2012,Pharmaceutical,Established
14965,1/26/2012,Grocery,Established
14966,1/26/2012,Pharmaceutical,Local
14967,1/26/2012,"Dairy, Juices & Snacks",Established
14968,1/26/2012,Meat,Established
14970,1/26/2012,Pharmaceutical,Local
14971,1/26/2012,Pharmaceutical,Established
14973,1/26/2012,Miscellaneous,Established
14976,1/26/2012,Grocery,Local
14977,1/26/2012,Packaged Meat,Established
14978,1/26/2012,Pharmaceutical,Established
14980,1/26/2012,Pharmaceutical,Established
14981,1/26/2012,Pharmaceutical,Established
14982,1/26/2012,Grocery,Established
14984,1/26/2012,Pharmaceutical,Established
14987,1/26/2012,Prepared Food,Established
14990,1/26/2012,Grocery,Established
14991,1/26/2012,Grocery,Established
14993,1/26/2012,Grocery,Established
14995,1/26/2012,Grocery,Established
14996,1/26/2012,Pharmaceutical,Established
14997,1/26/2012,Grocery,Established
14998,1/26/2012,Skin & Hair Care,Established
15000,1/26/2012,Grocery,Established
15001,1/26/2012,Grocery,Local
15002,1/26/2012,Pharmaceutical,Established
15004,1/26/2012,Grocery,Established
15005,1/26/2012,Meat,Established
15006,1/26/2012,Grocery,Established
15008,1/26/2012,Grocery,Established
15012,1/26/2012,Grocery,Established
15013,1/26/2012,Pharmaceutical,Established
15014,1/26/2012,Pharmaceutical,Established
15015,1/26/2012,Grocery,Established
15016,1/26/2012,Pharmaceutical,Established
15018,1/26/2012,Pharmaceutical,Established
15019,1/26/2012,Pharmaceutical,Established
15020,1/26/2012,Pharmaceutical,Local
15021,1/26/2012,Pharmaceutical,Established
15022,1/26/2012,Skin & Hair Care,Established
15023,1/26/2012,Natural Products,Established
15024,1/26/2012,Grocery,Established
15026,1/26/2012,Pharmaceutical,Local
15027,1/26/2012,Grocery,Established
15028,1/26/2012,Grocery,Established
15029,1/26/2012,Grocery,Established
15030,1/26/2012,Grocery,Established
15033,1/26/2012,Pharmaceutical,Established
15035,1/26/2012,Grocery,Established
15036,1/26/2012,Pharmaceutical,Established
15038,1/26/2012,Grocery,Established
15040,1/26/2012,Grocery,Established
15041,1/26/2012,Grocery,Established
15043,1/26/2012,"Dairy, Juices & Snacks",Established
15047,1/26/2012,Grocery,Established
15051,1/26/2012,Pharmaceutical,Established
15052,1/26/2012,Pharmaceutical,Established
15053,1/26/2012,Grocery,Established
15054,1/26/2012,Natural Products,Established
15057,1/26/2012,Pharmaceutical,Established
15060,1/26/2012,Pharmaceutical,Established
15061,1/26/2012,Meat,Established
15064,1/26/2012,"Dairy, Juices & Snacks",Established
15065,1/26/2012,Pharmaceutical,Established
15067,1/26/2012,Grocery,Established
15069,1/26/2012,Pharmaceutical,Established
15071,1/26/2012,Grocery,Established
15073,1/26/2012,Skin & Hair Care,Established
15077,1/26/2012,Grocery,Established
15079,1/26/2012,Skin & Hair Care,Established
15084,1/26/2012,Grocery,Local
15086,1/26/2012,Grocery,Established
15087,1/26/2012,Pharmaceutical,Established
15089,1/26/2012,"Dairy, Juices & Snacks",Established
15093,1/26/2012,Grocery,Established
15094,1/26/2012,Grocery,Established
15095,1/26/2012,Pharmaceutical,Established
15096,1/26/2012,Grocery,Established
15097,1/26/2012,"Dairy, Juices & Snacks",Established
15098,1/26/2012,Alcohol,Established
15099,1/26/2012,"Dairy, Juices & Snacks",Established
15100,1/26/2012,Bakery,Local
15102,1/26/2012,Grocery,Established
15103,1/26/2012,Meat,Established
15104,1/26/2012,Pharmaceutical,Established
15105,1/26/2012,Pharmaceutical,Established
15106,1/26/2012,Grocery,Established
15109,1/26/2012,Grocery,Established
15111,1/26/2012,Pharmaceutical,Established
15112,1/26/2012,Grocery,Established
15113,1/26/2012,Flowers & Plants,Established
15114,1/26/2012,Skin & Hair Care,Established
15115,1/26/2012,Grocery,Established
15117,1/26/2012,Prepared Food,Established
15118,1/26/2012,Pharmaceutical,Established
15119,1/26/2012,Skin & Hair Care,Established
15121,1/26/2012,Pharmaceutical,Established
15124,1/26/2012,Grocery,Established
15125,1/26/2012,Bakery,Established
15126,1/26/2012,Natural Products,Established
15127,1/26/2012,Grocery,Established
15128,1/26/2012,Natural Products,Local
15130,1/26/2012,Grocery,Established
15131,1/26/2012,Grocery,Established
15132,1/26/2012,Pharmaceutical,Established
15135,1/26/2012,Grocery,Local
15136,1/26/2012,Grocery,Established
15137,1/26/2012,Grocery,Established
15138,1/26/2012,Pharmaceutical,Established
15141,1/26/2012,Grocery,Established
15142,1/26/2012,Pharmaceutical,Established
15143,1/26/2012,Pharmaceutical,Established
15144,1/26/2012,Grocery,Established
15146,1/26/2012,"Dairy, Juices & Snacks",Established
15147,1/26/2012,Pharmaceutical,Established
15148,1/26/2012,Pharmaceutical,Local
15150,1/26/2012,Packaged Meat,Local
15153,1/26/2012,Pharmaceutical,Established
15154,1/26/2012,Pharmaceutical,Established
15155,1/26/2012,"Dairy, Juices & Snacks",Established
15157,1/26/2012,"Dairy, Juices & Snacks",Established
15159,1/26/2012,Grocery,Local
15163,1/26/2012,Packaged Meat,Established
15167,1/26/2012,Natural Products,Established
15172,1/26/2012,Pharmaceutical,Established
15173,1/26/2012,"Dairy, Juices & Snacks",Established
15176,1/26/2012,Pharmaceutical,Established
15177,1/26/2012,Grocery,Local
15178,1/26/2012,Pharmaceutical,Established
15179,1/26/2012,Miscellaneous,Established
15180,1/26/2012,Pharmaceutical,Established
15181,1/26/2012,Grocery,Established
15184,1/26/2012,Grocery,Established
15186,1/26/2012,Grocery,Established
15188,1/26/2012,Pharmaceutical,Local
15189,1/26/2012,Grocery,Established
15190,1/26/2012,Packaged Meat,Established
15191,1/26/2012,Meat,Established
15195,1/26/2012,Pharmaceutical,Established
15196,1/26/2012,Pharmaceutical,Established
15197,1/26/2012,Grocery,Local
15198,1/26/2012,Pharmaceutical,Established
15199,1/26/2012,Natural Products,Established
15201,1/26/2012,Grocery,Established
15203,1/26/2012,Grocery,Established
15206,1/26/2012,Skin & Hair Care,Established
15210,1/26/2012,Packaged Meat,Established
15211,1/26/2012,"Dairy, Juices & Snacks",Established
15212,1/26/2012,Grocery,Local
15214,1/26/2012,Pharmaceutical,Established
15215,1/26/2012,Pharmaceutical,Established
15217,1/26/2012,Grocery,Established
15218,1/26/2012,Pharmaceutical,Established
15219,1/26/2012,Grocery,Established
15220,1/26/2012,Grocery,Established
15221,1/26/2012,Grocery,Local
15223,1/26/2012,Pharmaceutical,Established
15227,1/26/2012,Packaged Meat,Established
15228,1/26/2012,Bakery,Local
15230,1/26/2012,Pharmaceutical,Established
15232,1/26/2012,Bakery,Local
15233,1/26/2012,Alcohol,Established
15236,1/26/2012,Prepared Food,Established
15237,1/26/2012,Skin & Hair Care,Established
15238,1/26/2012,Grocery,Local
15239,1/26/2012,Pharmaceutical,Established
15240,1/26/2012,Pharmaceutical,Established
15241,1/26/2012,Seafood,Local
15242,1/26/2012,Skin & Hair Care,Established
15244,1/26/2012,Flowers & Plants,Established
15245,1/26/2012,Flowers & Plants,Established
15248,1/26/2012,Grocery,Local
15249,1/26/2012,Grocery,Established
15250,1/26/2012,Grocery,Established
15251,1/26/2012,Grocery,Established
15252,1/26/2012,Prepared Food,Established
15253,1/26/2012,Prepared Food,Established
15254,1/26/2012,Prepared Food,Established
15255,1/26/2012,Grocery,Established
15256,1/26/2012,Miscellaneous,Established
15259,1/26/2012,Grocery,Established
15260,1/26/2012,Pharmaceutical,Established
15261,1/26/2012,Pharmaceutical,Established
15262,1/26/2012,Pharmaceutical,Local
15264,1/26/2012,Grocery,Established
15265,1/26/2012,Grocery,Established
15266,1/26/2012,Pharmaceutical,Established
15267,1/26/2012,Grocery,Established
15268,1/26/2012,Grocery,Established
15269,1/26/2012,Packaged Meat,Local
15270,1/26/2012,Pharmaceutical,Local
15272,1/26/2012,"Dairy, Juices & Snacks",Local
15273,1/26/2012,Grocery,Established
15276,1/26/2012,Pharmaceutical,Established
15278,1/26/2012,Flowers & Plants,Established
15279,1/26/2012,Grocery,Established
15280,1/26/2012,Skin & Hair Care,Established
15283,1/26/2012,Grocery,Established
15284,1/26/2012,Pharmaceutical,Local
15286,1/26/2012,Grocery,Established
15287,1/26/2012,Packaged Meat,Established
15288,1/26/2012,Grocery,Established
15289,1/26/2012,Pharmaceutical,Established
15291,1/26/2012,"Dairy, Juices & Snacks",Local
15292,1/26/2012,Grocery,Local
15296,1/26/2012,Grocery,Established
15297,1/26/2012,Grocery,Local
15298,1/26/2012,Grocery,Established
15302,1/26/2012,Miscellaneous,Established
15303,1/26/2012,Pharmaceutical,Established
15305,1/26/2012,Grocery,Established
15306,1/26/2012,Pharmaceutical,Established
15310,1/26/2012,Grocery,Local
15312,1/26/2012,Pharmaceutical,Established
15313,1/26/2012,Grocery,Established
15316,1/26/2012,Grocery,Established
15317,1/26/2012,Natural Products,Established
15318,1/26/2012,Pharmaceutical,Local
15322,1/26/2012,Grocery,Established
15323,1/26/2012,Bakery,Established
15325,1/26/2012,Skin & Hair Care,Established
15329,1/26/2012,Grocery,Established
15332,1/26/2012,Pharmaceutical,Established
15334,1/26/2012,Bakery,Established
15336,1/26/2012,Pharmaceutical,Established
15337,1/26/2012,"Dairy, Juices & Snacks",Established
15339,1/26/2012,Pharmaceutical,Established
15341,1/26/2012,Grocery,Established
15342,1/26/2012,Grocery,Established
15343,1/26/2012,Grocery,Established
15344,1/26/2012,Pharmaceutical,Established
15345,1/26/2012,Grocery,Established
15346,1/26/2012,Natural Products,Established
15349,1/26/2012,Pharmaceutical,Established
15352,1/26/2012,Natural Products,Established
15353,1/26/2012,Pharmaceutical,Established
15355,1/26/2012,Pharmaceutical,Established
15356,1/26/2012,"Dairy, Juices & Snacks",Established
15357,1/26/2012,Skin & Hair Care,Established
15358,1/26/2012,Pharmaceutical,Established
15359,1/26/2012,Pharmaceutical,Local
15360,1/26/2012,Pharmaceutical,Established
15361,1/26/2012,Grocery,Established
15364,1/26/2012,Pharmaceutical,Established
15365,1/26/2012,Pharmaceutical,Established
15366,1/26/2012,Grocery,Established
15367,1/26/2012,Grocery,Established
15368,1/26/2012,Pharmaceutical,Established
15369,1/26/2012,Grocery,Established
15370,1/26/2012,Grocery,Established
15371,1/26/2012,Grocery,Local
15373,1/26/2012,Pharmaceutical,Established
15375,1/26/2012,Bakery,Local
15376,1/26/2012,Grocery,Established
15377,1/26/2012,Grocery,Established
15378,1/26/2012,Pharmaceutical,Established
15379,1/26/2012,Pharmaceutical,Established
15382,1/26/2012,Grocery,Local
15385,1/26/2012,Grocery,Established
15386,1/26/2012,Grocery,Established
15387,1/26/2012,Grocery,Established
15388,1/26/2012,Grocery,Established
15389,1/26/2012,Pharmaceutical,Local
15391,1/26/2012,Grocery,Established
15393,1/26/2012,Pharmaceutical,Established
15394,1/26/2012,Pharmaceutical,Established
15395,1/26/2012,Pharmaceutical,Established
15397,1/26/2012,Pharmaceutical,Established
15398,1/26/2012,Grocery,Established
15399,1/26/2012,Prepared Food,Established
15402,1/26/2012,Pharmaceutical,Established
15403,1/26/2012,Pharmaceutical,Established
15405,1/26/2012,Prepared Food,Established
15406,1/26/2012,Grocery,Established
15408,1/26/2012,Grocery,Local
15410,1/26/2012,Pharmaceutical,Established
15411,1/26/2012,Pharmaceutical,Established
15412,1/26/2012,Pharmaceutical,Established
15414,1/26/2012,Pharmaceutical,Established
15415,1/26/2012,Grocery,Established
15416,1/26/2012,Grocery,Established
15417,1/26/2012,Grocery,Established
15419,1/26/2012,Grocery,Established
15420,1/26/2012,Grocery,Established
15421,1/26/2012,Prepared Food,Established
15422,1/26/2012,Grocery,Established
15424,1/26/2012,Natural Products,Established
15425,1/26/2012,Natural Products,Established
15427,1/26/2012,Meat,Established
15429,1/26/2012,Packaged Meat,Local
15430,1/26/2012,"Dairy, Juices & Snacks",Established
15432,1/26/2012,"Dairy, Juices & Snacks",Established
15434,1/26/2012,Grocery,Local
15435,1/26/2012,Grocery,Established
15436,1/26/2012,Pharmaceutical,Established
15437,1/26/2012,Grocery,Established
15438,1/26/2012,Pharmaceutical,Established
15439,1/26/2012,Grocery,Local
15443,1/26/2012,Grocery,Established
15444,1/26/2012,Grocery,Established
15446,1/26/2012,Bakery,Local
15454,1/26/2012,Pharmaceutical,Established
15455,1/26/2012,"Dairy, Juices & Snacks",Established
15459,1/26/2012,Grocery,Local
15461,1/26/2012,Grocery,Local
15462,1/26/2012,Pharmaceutical,Established
15463,1/26/2012,Pharmaceutical,Established
15464,1/26/2012,Pharmaceutical,Established
15465,1/26/2012,Grocery,Established
15466,1/26/2012,Grocery,Established
15467,1/26/2012,Grocery,Local
15472,1/26/2012,Grocery,Established
15474,1/26/2012,Grocery,Established
15475,1/26/2012,Grocery,Local
15477,1/26/2012,Grocery,Established
15480,1/26/2012,Pharmaceutical,Local
15481,1/26/2012,Grocery,Established
15483,1/26/2012,Grocery,Established
15484,1/26/2012,Grocery,Established
15486,1/26/2012,Pharmaceutical,Established
15489,1/26/2012,Grocery,Established
15492,1/26/2012,Grocery,Established
15493,1/26/2012,Grocery,Established
15494,1/26/2012,Skin & Hair Care,Established
15495,1/26/2012,Grocery,Local
15500,1/26/2012,Grocery,Established
15501,1/26/2012,Grocery,Local
15503,1/26/2012,Meat,Established
15506,1/26/2012,Pharmaceutical,Established
15507,1/26/2012,Natural Products,Established
15512,1/26/2012,Grocery,Local
15513,1/26/2012,Grocery,Established
15515,1/26/2012,Grocery,Established
15516,1/26/2012,Grocery,Established
15520,1/26/2012,Pharmaceutical,Established
15521,1/26/2012,Grocery,Local
15522,1/26/2012,Pharmaceutical,Established
15524,1/26/2012,Grocery,Established
15525,1/26/2012,Pharmaceutical,Established
15528,1/26/2012,Pharmaceutical,Local
15529,1/26/2012,Grocery,Established
15530,1/26/2012,Pharmaceutical,Local
15534,1/26/2012,Pharmaceutical,Local
15535,1/26/2012,Packaged Meat,Established
15536,1/26/2012,Meat,Established
15537,1/26/2012,Grocery,Established
15538,1/26/2012,Grocery,Local
15539,1/26/2012,Pharmaceutical,Established
15540,1/26/2012,Pharmaceutical,Established
15541,1/26/2012,"Dairy, Juices & Snacks",Established
15542,1/26/2012,Grocery,Established
15543,1/26/2012,"Dairy, Juices & Snacks",Established
15545,1/26/2012,Seafood,Local
15546,1/26/2012,Grocery,Established
15547,1/26/2012,Pharmaceutical,Established
15549,1/26/2012,Grocery,Local
15550,1/26/2012,Bakery,Local
15551,1/26/2012,"Dairy, Juices & Snacks",Established
15554,1/26/2012,Grocery,Established
15555,1/26/2012,Flowers & Plants,Established
15556,1/26/2012,Natural Products,Established
15557,1/26/2012,Seafood,Established
15558,1/26/2012,Grocery,Established
15559,1/26/2012,"Dairy, Juices & Snacks",Established
15560,1/26/2012,Grocery,Established
15561,1/26/2012,Grocery,Established
15563,1/26/2012,"Dairy, Juices & Snacks",Established
15564,1/26/2012,Grocery,Established
15569,1/26/2012,Grocery,Established
15570,1/26/2012,Pharmaceutical,Established
15572,1/26/2012,Pharmaceutical,Local
15574,1/26/2012,Pharmaceutical,Established
15575,1/26/2012,Pharmaceutical,Established
15576,1/26/2012,Grocery,Established
15577,1/26/2012,Pharmaceutical,Established
15578,1/26/2012,Natural Products,Local
15579,1/26/2012,Grocery,Established
15580,1/26/2012,Pharmaceutical,Established
15582,1/26/2012,Grocery,Established
15583,1/26/2012,Grocery,Established
15584,1/26/2012,Grocery,Established
15586,1/26/2012,Pharmaceutical,Established
15588,1/26/2012,"Dairy, Juices & Snacks",Established
15589,1/26/2012,Grocery,Established
15593,1/26/2012,Grocery,Local
15595,1/26/2012,Pharmaceutical,Established
15596,1/26/2012,Skin & Hair Care,Established
15597,1/26/2012,Pharmaceutical,Established
15598,1/26/2012,Grocery,Established
15599,1/26/2012,Pharmaceutical,Established
15600,1/26/2012,Grocery,Established
15603,1/26/2012,Packaged Meat,Established
15604,1/26/2012,Natural Products,Established
15605,1/26/2012,Grocery,Established
15606,1/26/2012,Pharmaceutical,Established
15607,1/26/2012,Pharmaceutical,Established
15608,1/26/2012,Pharmaceutical,Established
15611,1/26/2012,Pharmaceutical,Established
15612,1/26/2012,Grocery,Established
15614,1/26/2012,Pharmaceutical,Established
15615,1/26/2012,Grocery,Established
15616,1/26/2012,Pharmaceutical,Established
