id	campaign_id	customer_id	redemption_status
34006	13	1043	0
34007	3	464	0
34009	13	831	0
34010	26	979	0
34013	8	790	0
34014	13	973	0
34015	30	1123	0
34016	30	273	0
34018	8	1493	0
34019	11	518	0
34020	8	619	0
34021	10	909	0
34022	12	1500	0
34025	30	419	0
34026	13	1550	0
34027	12	1270	0
34029	13	1428	0
34030	13	649	0
34031	12	21	0
34032	13	649	0
34034	13	1327	1
34035	13	1318	0
34036	8	58	0
34038	30	38	0
34040	30	437	0
34042	13	353	0
34044	8	1165	0
34046	9	108	0
34048	30	235	0
34049	26	234	0
34050	30	607	0
34051	8	1188	0
34052	26	890	0
34053	8	1218	0
34055	9	797	0
34057	13	1526	0
34058	11	418	0
34059	11	816	0
34060	13	1167	0
34061	13	404	0
34063	8	213	0
34065	8	743	0
34068	13	105	0
34070	30	98	0
34071	26	1064	0
34075	8	333	1
34077	8	1296	0
34078	13	1343	0
34081	8	127	0
34082	12	1356	0
34083	13	711	0
34084	28	1140	0
34085	7	418	0
34087	11	161	0
34088	1	344	0
34090	8	500	0
34091	30	1026	0
34093	13	485	0
34095	8	679	0
34097	13	411	0
34098	26	1332	0
34100	13	366	0
34101	9	575	0
34102	13	1052	0
34103	13	676	0
34106	8	854	0
34107	7	669	0
34109	8	879	0
34110	12	38	0
34111	3	590	0
34112	13	527	0
34113	13	508	0
34114	8	740	0
34116	26	1107	0
34117	8	374	0
34120	13	1579	0
34121	8	961	0
34122	2	633	0
34123	8	1202	0
34127	29	501	0
34128	12	537	0
34130	8	13	0
34131	13	484	0
34132	13	337	0
34133	29	786	0
34134	13	1175	0
34135	30	344	0
34136	26	1025	0
34139	12	432	0
34140	13	470	0
34141	13	239	0
34146	30	38	0
34147	30	816	0
34148	29	1044	0
34149	8	957	0
34151	4	1543	0
34154	2	1474	0
34156	8	689	0
34157	13	214	0
34158	8	1545	0
34160	8	1453	0
34161	8	1290	0
34164	29	1099	0
34165	30	1170	0
34166	7	473	0
34169	9	443	0
34171	13	43	0
34172	8	418	0
34174	13	171	0
34175	30	1408	0
34176	4	271	0
34177	8	1050	0
34182	10	1368	0
34183	13	1010	0
34186	8	785	0
34188	8	1109	0
34191	13	197	0
34193	8	974	0
34194	8	676	0
34195	13	171	0
34196	7	518	0
34197	13	254	0
34198	8	1466	0
34199	30	1010	0
34201	8	623	0
34202	8	453	0
34203	9	1339	0
34204	5	464	0
34205	13	544	0
34206	13	608	0
34211	8	538	0
34212	8	776	0
34214	11	1352	0
34216	11	533	0
34217	5	763	0
34218	13	1195	0
34220	8	294	0
34221	10	7	0
34223	13	270	0
34224	13	434	0
34225	13	1237	0
34226	13	71	0
34227	8	133	0
34228	8	775	0
34229	8	88	1
34231	13	787	0
34232	8	1460	0
34233	29	556	0
34234	10	1064	0
34235	13	951	0
34238	13	1441	0
34240	11	69	0
34241	8	974	0
34243	8	550	0
34244	8	976	0
34245	30	1469	0
34246	13	275	0
34248	13	566	0
34249	30	648	0
34251	8	1271	0
34252	11	703	0
34253	13	620	0
34254	9	413	0
34255	30	164	0
34256	13	1193	0
34257	26	46	0
34260	26	969	0
34261	29	495	0
34262	30	1310	0
34267	13	1253	0
34268	8	709	0
34270	8	1376	0
34271	8	72	0
34274	8	1464	0
34275	8	898	0
34276	13	336	0
34280	9	814	0
34282	11	1246	0
34284	11	255	0
34285	9	521	0
34286	8	416	0
34287	8	1558	0
34291	4	1509	0
34293	8	325	0
34294	30	189	0
34296	8	1218	0
34297	8	205	0
34298	8	532	0
34300	4	754	0
34302	13	1023	0
34303	8	691	0
34307	13	198	0
34312	13	19	0
34317	8	167	0
34318	8	344	0
34320	29	184	0
34321	13	224	0
34323	30	369	0
34324	13	314	0
34325	8	636	0
34327	30	27	0
34329	8	239	0
34331	8	543	0
34333	8	949	0
34336	9	709	0
34337	8	398	0
34338	13	890	0
34341	13	9	0
34342	8	87	0
34343	29	637	0
34345	11	1086	0
34346	12	21	0
34348	13	1580	0
34350	29	102	0
34351	8	645	0
34352	30	576	0
34353	13	645	0
34354	13	894	0
34355	26	1457	0
34356	13	919	0
34357	30	1544	0
34360	4	537	0
34361	13	1050	0
34362	8	1557	0
34363	26	1087	0
34367	8	788	0
34368	9	179	0
34369	8	957	0
34373	8	1374	0
34378	12	1383	0
34379	13	344	0
34381	8	119	0
34383	12	305	0
34384	13	1168	1
34385	5	567	0
34388	10	712	0
34390	9	894	0
34391	8	34	0
34392	13	1327	0
34393	8	1311	0
34397	8	1386	0
34398	13	745	0
34400	8	1046	0
34401	13	883	0
34402	30	1159	1
34403	8	1456	0
34404	13	1498	0
34405	7	677	0
34406	13	82	0
34408	9	1252	0
34409	13	1522	0
34411	30	1469	0
34412	10	1064	0
34413	12	859	0
34414	4	42	0
34415	8	343	0
34416	8	1062	0
34417	30	683	0
34418	8	175	0
34419	4	15	1
34420	8	179	0
34422	8	253	0
34424	8	536	0
34425	7	1446	0
34426	4	936	0
34427	13	575	0
34430	8	810	0
34431	29	131	0
34432	26	178	0
34434	26	790	0
34435	30	133	0
34436	13	1546	0
34437	30	633	0
34438	8	598	0
34440	8	1479	0
34441	13	1241	0
34443	10	267	0
34444	5	595	0
34445	8	1427	0
34446	4	514	0
34447	26	919	0
34449	13	851	0
34450	13	1457	0
34452	8	1549	0
34456	11	703	0
34458	30	426	0
34459	12	241	0
34460	8	1187	0
34461	8	1366	0
34463	12	1033	0
34465	8	535	0
34466	13	89	0
34467	13	1521	0
34469	13	978	0
34470	13	202	0
34472	30	588	0
34473	8	737	0
34474	13	927	0
34476	3	432	0
34477	8	589	0
34478	13	650	0
34481	30	1464	0
34482	26	1333	0
34483	13	1199	0
34484	26	273	0
34485	8	510	0
34489	29	1055	0
34491	13	481	0
34492	13	1208	0
34493	8	1474	0
34495	11	453	0
34496	8	161	0
34498	11	1431	0
34501	8	906	0
34502	11	844	0
34503	30	580	0
34504	13	814	0
34506	8	914	0
34508	26	975	0
34510	30	27	0
34513	26	1423	0
34514	13	1258	0
34515	8	768	0
34516	12	520	0
34518	11	1103	0
34520	8	1070	0
34521	8	795	0
34523	8	1204	0
34524	30	387	0
34525	8	254	1
34526	13	529	0
34527	13	1159	0
34528	26	417	0
34529	13	1582	0
34530	8	342	0
34532	4	704	0
34533	1	344	0
34534	26	799	0
34535	8	1383	0
34536	8	749	0
34537	13	962	0
34538	8	860	0
34541	13	994	0
34542	4	675	0
34544	13	1204	0
34545	8	244	0
34547	8	1104	0
34548	30	1449	0
34549	4	1017	0
34550	8	227	0
34551	13	1054	0
34553	30	766	0
34554	30	1554	0
34556	8	1451	0
34557	8	934	0
34558	29	338	0
34559	8	79	0
34561	29	1562	0
34562	8	1044	0
34564	13	269	0
34565	13	206	0
34566	29	1339	0
34567	30	974	0
34569	9	1500	0
34571	13	1145	0
34573	13	48	0
34574	30	1341	0
34578	10	283	0
34579	11	1531	0
34580	8	364	0
34582	8	927	0
34584	9	235	0
34586	12	1418	0
34589	8	1089	0
34591	13	713	0
34592	9	1505	0
34593	8	1516	0
34595	13	382	0
34597	13	1137	0
34598	8	1386	0
34599	13	1195	0
34600	13	779	0
34602	30	1521	0
34603	8	1135	0
34604	13	566	1
34605	8	888	0
34607	8	431	0
34611	4	297	0
34612	11	750	0
34616	13	756	0
34617	11	189	0
34619	11	1091	0
34620	13	144	0
34621	8	1470	0
34622	11	958	0
34623	30	683	0
34624	8	460	0
34627	8	372	0
34629	8	1186	0
34631	5	923	0
34634	8	454	0
34635	8	920	0
34638	8	58	0
34641	12	911	0
34643	8	645	0
34645	8	175	0
34647	13	275	0
34649	8	829	0
34650	8	876	0
34652	26	1170	0
34653	13	1582	0
34654	13	222	0
34658	5	1004	0
34659	4	1216	0
34660	13	427	0
34663	8	330	0
34664	10	1121	0
34667	13	137	0
34668	8	14	0
34669	8	737	0
34670	12	1285	0
34671	8	1023	0
34672	30	401	0
34673	13	1232	0
34674	26	632	0
34675	13	424	0
34676	30	804	0
34677	26	1465	0
34678	13	1504	0
34679	13	837	0
34681	30	1203	0
34682	13	1291	0
34683	26	916	0
34687	8	1453	0
34688	9	525	0
34690	8	473	0
34691	8	1582	0
34692	13	240	0
34693	13	520	0
34694	8	212	0
34695	27	1387	0
34698	13	186	0
34699	26	1068	0
34700	13	106	0
34701	13	487	0
34702	13	1268	0
34704	29	131	0
34705	26	696	0
34706	30	679	0
34708	13	789	0
34710	26	1497	0
34713	29	923	0
34715	13	1304	0
34719	8	619	0
34721	13	561	0
34722	26	673	0
34724	8	1477	0
34725	30	1481	0
34727	11	1386	0
34729	30	151	0
34730	13	1349	0
34731	12	241	0
34732	26	90	0
34735	10	782	0
34736	13	200	0
34739	13	719	0
34740	13	1300	0
34741	8	722	0
34742	9	1007	0
34743	30	992	0
34744	8	206	0
34745	8	1195	0
34748	2	852	0
34749	8	211	0
34750	13	538	0
34752	8	87	0
34754	30	636	0
34755	8	980	0
34756	8	1155	0
34757	5	205	0
34761	8	1073	0
34763	7	795	0
34767	13	604	0
34769	28	401	0
34772	13	894	0
34773	13	878	0
34774	8	190	0
34776	29	792	0
34777	8	193	0
34778	13	243	0
34779	13	1335	0
34781	30	607	1
34783	12	1402	0
34785	8	809	0
34786	26	1337	0
34789	8	1372	0
34792	13	103	0
34793	30	1348	0
34794	8	1218	0
34795	9	797	0
34796	8	66	0
34798	7	1332	0
34799	8	873	0
34800	26	412	0
34803	9	797	0
34804	28	1387	0
34806	13	588	0
34807	13	910	0
34811	3	1457	0
34812	13	1345	0
34814	8	1185	0
34816	30	825	0
34817	10	1285	0
34819	30	642	0
34820	8	356	0
34822	11	924	0
34823	8	1399	0
34824	8	1346	0
34826	9	15	0
34828	8	369	0
34829	13	1022	0
34830	27	1430	0
34834	4	474	0
34835	13	1030	0
34838	8	664	0
34840	9	368	0
34841	8	772	0
34843	12	737	0
34844	28	787	0
34846	9	661	0
34847	30	1026	0
34848	12	1026	0
34849	26	273	0
34851	13	148	0
34852	26	1473	0
34856	5	418	0
34860	12	499	0
34861	8	844	0
34863	13	1543	0
34867	4	807	0
34869	8	16	0
34871	12	1124	0
34872	26	459	0
34874	8	361	0
34876	8	1122	0
34877	13	831	0
34878	12	100	0
34879	13	467	0
34881	8	962	1
34882	8	408	0
34883	30	590	0
34884	26	1441	0
34885	8	1547	0
34886	13	490	0
34888	13	1306	0
34892	10	743	0
34893	13	609	0
34895	8	141	0
34896	11	408	0
34897	8	1419	0
34898	26	732	0
34899	13	1556	0
34901	13	188	0
34904	8	578	0
34905	13	608	0
34906	13	422	0
34909	12	141	0
34910	13	1401	0
34911	9	665	0
34912	8	748	0
34913	13	367	0
34914	13	733	0
34915	6	1441	0
34916	26	1104	0
34917	30	1060	0
34918	13	877	0
34919	9	1460	0
34920	8	421	0
34921	9	211	0
34924	13	724	0
34925	30	1241	0
34926	13	1351	0
34928	8	90	0
34932	8	716	0
34933	13	1531	0
34934	8	319	0
34935	26	874	0
34937	30	979	0
34939	30	895	0
34941	8	593	0
34943	5	763	0
34944	8	1581	0
34946	8	50	0
34947	8	1374	0
34948	13	1022	0
34949	8	578	0
34951	8	1017	0
34952	8	954	0
34953	29	386	0
34955	10	845	0
34958	8	1089	0
34960	13	582	0
34962	9	825	0
34963	8	462	0
34964	8	1413	0
34965	13	746	0
34966	8	1029	0
34967	13	1133	0
34968	3	1457	0
34969	30	653	0
34971	13	41	0
34972	7	871	0
34975	13	643	0
34976	13	958	0
34977	13	372	0
34978	29	240	0
34980	13	996	0
34982	4	537	0
34983	29	784	0
34984	26	98	0
34986	13	106	0
34988	13	30	0
34989	13	378	0
34990	10	761	0
34993	8	1372	0
34994	30	1072	0
34995	29	786	0
34996	13	1429	0
34997	13	745	0
34999	8	1092	0
35000	8	333	0
35001	9	659	0
35002	7	711	0
35003	8	1198	0
35004	13	440	0
35005	10	267	0
35006	29	136	0
35008	13	207	0
35009	30	730	0
35012	30	393	0
35013	30	561	0
35014	13	1226	0
35015	13	977	0
35017	13	1043	0
35020	13	1386	0
35024	30	1291	0
35025	13	1519	0
35026	8	498	0
35027	13	1204	0
35028	26	974	0
35029	13	1233	0
35030	5	1574	0
35031	8	13	0
35034	9	108	0
35035	13	265	0
35036	26	927	0
35038	13	1489	0
35039	8	408	0
35040	3	1140	0
35041	13	579	0
35043	13	404	0
35045	8	733	0
35047	5	432	0
35048	30	202	0
35049	13	1567	0
35050	8	1026	0
35051	8	162	0
35053	26	642	0
35054	7	14	0
35055	30	464	0
35056	26	1238	0
35057	13	1070	0
35060	13	1173	0
35062	7	772	0
35063	29	1006	0
35064	13	684	0
35065	26	801	0
35068	30	957	0
35069	12	1033	0
35070	13	666	0
35072	4	1071	0
35078	13	993	0
35079	30	1157	0
35081	13	1500	0
35082	8	1147	0
35086	13	516	0
35087	8	695	0
35089	2	329	0
35090	26	417	0
35091	13	837	0
35092	13	438	0
35094	13	297	0
35096	10	1441	0
35098	13	1357	0
35100	8	241	0
35101	26	1267	0
35103	8	62	0
35106	13	821	0
35107	8	730	0
35109	13	1245	0
35112	30	801	0
35114	8	841	0
35116	13	1398	0
35118	8	480	0
35119	8	162	0
35120	13	638	0
35121	30	919	0
35129	5	1014	0
35130	13	245	0
35132	10	844	0
35133	13	915	0
35135	30	607	0
35138	8	1112	0
35139	13	1254	0
35142	13	541	0
35143	26	442	0
35144	30	222	0
35146	30	17	0
35148	11	395	0
35149	13	521	0
35150	12	905	0
35151	9	659	0
35153	29	1398	0
35155	8	289	0
35156	13	1551	0
35157	9	521	0
35159	8	1347	0
35161	8	269	0
35164	30	1017	0
35165	12	554	0
35167	3	1192	0
35169	8	1531	0
35170	13	787	0
35172	13	92	0
35173	13	1377	0
35175	26	236	0
35176	30	667	0
35178	26	1261	0
35181	11	1224	0
35183	13	1282	0
35184	8	735	0
35185	3	444	0
35186	2	714	0
35189	8	735	0
35191	30	1097	0
35192	12	1122	0
35193	13	678	0
35194	12	1485	0
35197	13	1338	0
35199	13	970	0
35200	13	1008	0
35203	13	387	0
35204	13	1188	0
35206	26	198	0
35207	12	528	0
35208	8	262	0
35210	8	1016	0
35211	11	1204	0
35212	29	495	0
35216	30	19	0
35217	13	910	0
35218	26	1064	0
35220	30	580	0
35222	8	214	0
35223	8	191	0
35224	8	784	0
35225	8	1015	0
35226	8	1062	0
35228	8	333	0
35229	30	88	0
35230	13	270	0
35231	30	232	0
35232	13	868	0
35233	11	703	0
35234	8	1381	0
35235	26	113	0
35236	8	905	0
35238	26	303	0
35239	30	1521	0
35241	7	47	0
35242	8	1095	0
35243	8	911	0
35245	30	687	0
35246	13	659	0
35249	13	929	0
35250	13	970	0
35251	13	487	0
35253	8	1578	0
35255	29	1485	0
35257	29	1384	0
35259	8	893	0
35260	29	479	0
35261	8	211	0
35263	9	661	0
35265	13	1579	0
35266	8	53	0
35267	8	550	0
35268	13	1029	0
35269	13	195	0
35270	13	124	0
35271	9	15	0
35274	8	859	0
35276	8	631	0
35278	13	483	0
35280	13	1304	0
35282	13	792	0
35283	30	502	0
35285	8	91	0
35287	13	520	0
35288	29	1140	0
35289	13	1047	0
35290	13	837	0
35291	8	316	0
35292	26	46	0
35293	26	1450	0
35294	13	1245	0
35295	26	759	0
35296	13	719	0
35297	5	1470	0
35299	12	46	0
35300	8	834	0
35302	11	627	0
35303	8	368	0
35305	13	1491	0
35306	10	1317	0
35307	8	202	0
35308	7	495	0
35309	12	1192	0
35311	13	1497	0
35312	30	1462	0
35313	13	566	0
35317	26	802	0
35318	8	1046	0
35320	4	748	0
35322	10	1490	0
35332	8	860	0
35333	8	1505	0
35336	8	957	0
35339	30	1378	0
35340	26	1068	0
35342	30	72	0
35343	8	1285	0
35344	29	1115	0
35345	8	1051	0
35348	29	792	0
35349	9	1384	0
35351	8	1137	0
35353	26	1287	0
35354	13	1212	0
35355	8	1274	0
35356	9	1036	0
35357	5	700	0
35358	8	1180	0
35360	13	1236	0
35361	8	919	0
35362	8	1115	0
35363	30	328	0
35364	8	374	0
35366	12	1350	0
35368	30	679	0
35369	4	514	0
35371	13	1169	0
35373	13	12	0
35375	13	1201	0
35376	8	764	0
35377	13	1014	0
35378	8	1001	0
35379	8	474	0
35380	8	417	0
35383	26	874	0
35385	8	943	0
35386	13	18	0
35388	11	1239	0
35390	8	898	0
35392	8	418	0
35394	8	138	0
35397	8	177	0
35398	13	80	1
35399	13	385	0
35401	13	761	0
35406	13	1516	0
35407	8	1497	0
35409	26	72	0
35410	8	700	0
35411	26	1543	0
35412	30	131	0
35413	8	8	0
35414	7	694	0
35415	26	1182	0
35416	13	185	0
35419	5	967	0
35422	8	1447	0
35423	8	106	0
35424	13	1205	0
35427	8	894	0
35429	8	980	0
35430	29	634	0
35431	8	1317	0
35432	30	98	0
35433	29	278	0
35434	13	173	0
35435	11	106	0
35438	26	823	0
35439	8	60	0
35445	30	895	0
35446	8	217	0
35447	13	98	0
35448	8	909	0
35451	13	1360	0
35452	26	11	0
35455	26	510	1
35458	13	588	0
35459	4	1574	0
35460	7	883	0
35461	9	327	0
35462	12	295	0
35463	9	582	0
35465	10	621	0
35466	8	1172	0
35467	5	302	0
35468	11	1368	0
35469	8	1573	0
35470	13	958	0
35473	12	141	0
35474	13	677	0
35477	8	703	0
35480	13	868	0
35482	11	1246	0
35484	13	1453	0
35485	9	479	0
35486	8	1533	0
35487	13	879	0
35488	29	1195	0
35490	8	1104	0
35491	8	501	0
35492	13	1222	0
35493	26	23	0
35494	13	1463	0
35498	13	1257	0
35499	13	699	0
35500	29	570	0
35501	13	98	0
35504	3	464	0
35506	12	1387	0
35508	8	893	0
35509	7	1164	0
35511	26	1555	0
35512	13	1092	0
35513	29	1216	0
35514	13	712	0
35515	8	23	0
35518	30	117	0
35520	13	1062	0
35521	13	431	0
35522	12	100	0
35523	8	1338	0
35527	8	430	0
35528	13	1105	0
35532	13	1201	0
35533	26	235	0
35534	26	262	0
35535	8	283	0
35537	13	1434	0
35538	13	1145	0
35540	2	437	0
35541	30	1064	0
35545	8	17	0
35547	8	490	0
35548	13	1526	0
35549	8	765	0
35552	26	1239	0
35555	12	1205	0
35558	8	1466	0
35559	8	1400	0
35561	9	14	0
35562	30	1167	0
35563	29	152	0
35564	13	369	0
35566	10	997	0
35568	8	1537	0
35569	9	1007	0
35570	8	490	0
35572	13	1159	0
35574	8	1102	0
35576	13	418	0
35577	13	16	0
35578	27	1378	0
35583	11	658	0
35584	13	604	0
35585	11	101	0
35587	8	779	0
35589	13	570	0
35590	8	1403	0
35591	8	820	0
35592	8	1119	0
35594	13	837	0
35595	30	1348	0
35596	9	1139	0
35597	26	1299	0
35598	13	1120	0
35599	29	1115	0
35600	8	1546	0
35601	8	655	0
35602	8	973	0
35603	2	1079	0
35604	9	181	0
35605	11	281	0
35606	8	707	0
35607	7	1157	0
35608	13	1271	0
35609	29	1443	0
35610	13	1502	0
35613	13	593	0
35614	8	1144	0
35615	8	1520	0
35617	13	808	0
35619	8	1174	0
35620	8	1367	0
35621	30	58	0
35627	8	498	0
35628	13	289	0
35630	12	1347	0
35634	13	461	0
35635	8	862	0
35636	13	1135	0
35637	8	1115	0
35638	8	682	0
35642	4	231	0
35643	8	145	0
35645	13	1015	0
35647	29	1242	0
35648	13	1085	0
35649	8	1084	0
35650	13	1253	0
35651	13	402	0
35652	8	1468	0
35653	13	799	0
35654	30	1401	0
35655	8	1127	0
35657	13	275	0
35658	13	657	0
35660	29	876	0
35661	30	1258	0
35666	11	699	0
35669	26	493	0
35671	26	204	0
35672	28	1547	0
35673	13	1259	0
35674	13	1238	0
35675	27	1387	0
35676	13	963	0
35677	13	937	0
35680	9	556	0
35681	12	1408	0
35684	13	725	0
35686	13	537	0
35687	30	1481	0
35689	8	456	0
35690	8	353	0
35694	13	332	0
35695	30	262	0
35698	13	1305	0
35699	29	1282	0
35700	26	979	0
35701	5	1358	0
35702	29	992	0
35704	26	636	0
35705	13	526	0
35708	26	1418	0
35712	13	1339	0
35714	5	1047	0
35717	8	41	0
35719	8	326	0
35720	30	685	0
35721	13	3	0
35722	28	787	0
35723	26	1191	0
35725	13	703	0
35726	8	73	0
35727	29	1162	0
35728	8	1240	0
35729	8	247	0
35730	13	1364	0
35732	4	185	0
35734	12	241	0
35737	13	1314	0
35738	13	585	0
35740	8	964	0
35741	13	1488	0
35742	8	560	0
35744	13	857	0
35745	8	356	0
35746	13	952	0
35747	13	242	0
35748	13	309	0
35752	8	1086	0
35753	13	1258	0
35755	30	973	0
35756	12	1429	0
35757	30	11	0
35758	5	375	0
35760	13	1067	0
35762	12	1529	0
35764	13	377	0
35766	8	1446	0
35768	29	240	0
35769	30	732	0
35770	30	1086	0
35771	13	1450	0
35772	9	1372	0
35774	8	1223	0
35775	8	456	0
35776	8	8	0
35777	13	39	0
35778	9	119	0
35781	8	473	0
35782	13	1574	0
35783	12	787	0
35785	12	1043	0
35788	8	1557	0
35789	8	1495	0
35790	9	1202	0
35791	9	1558	0
35792	30	133	0
35796	29	63	0
35798	13	1531	0
35799	8	383	0
35801	13	509	0
35803	13	776	0
35804	11	1450	0
35807	29	1573	0
35809	11	1415	0
35810	13	475	0
35811	13	1578	0
35812	13	677	0
35813	13	852	0
35814	13	402	0
35815	13	995	0
35816	30	733	0
35817	8	1135	0
35818	30	687	0
35820	13	924	0
35822	1	63	0
35823	8	1095	0
35824	9	327	0
35826	8	375	0
35828	13	734	0
35831	10	1563	0
35832	8	655	0
35834	30	597	0
35837	5	566	0
35839	8	930	0
35841	8	683	0
35846	12	1187	0
35848	13	757	0
35850	13	174	0
35851	13	1084	0
35853	26	841	0
35854	8	225	0
35855	8	699	0
35857	12	7	0
35858	30	891	0
35859	30	1367	0
35860	8	746	0
35861	8	861	0
35862	11	1520	0
35863	8	333	0
35864	5	782	0
35865	13	72	0
35866	29	334	0
35868	29	555	0
35870	13	313	0
35871	10	494	0
35872	13	276	0
35873	8	751	0
35875	26	1061	0
35876	13	235	0
35878	13	672	0
35879	26	1070	0
35880	13	1127	0
35881	13	248	0
35882	8	1137	0
35883	10	761	0
35885	30	804	0
35886	30	1138	0
35887	13	1154	0
35890	13	883	0
35891	8	407	0
35892	13	1200	0
35896	13	1472	0
35897	5	234	0
35899	13	377	0
35900	7	748	0
35901	8	1467	0
35902	8	1376	0
35903	30	727	0
35905	13	929	0
35906	26	384	0
35907	13	1073	0
35908	8	1460	0
35910	26	402	0
35912	8	1087	0
35915	9	740	0
35918	5	659	0
35919	8	1245	0
35923	10	245	0
35925	13	536	0
35926	8	295	0
35927	11	1391	0
35928	5	1372	0
35930	13	1246	0
35931	13	92	0
35933	5	737	0
35934	9	569	0
35936	13	973	0
35937	13	28	0
35938	26	1467	0
35940	9	1417	0
35942	13	623	0
35944	29	1444	0
35947	13	959	0
35949	29	63	0
35951	13	137	0
35952	8	139	0
35956	29	1296	0
35958	8	351	0
35959	8	398	0
35960	29	1467	0
35961	13	788	0
35962	29	262	0
35963	13	694	0
35964	26	1012	0
35966	8	489	0
35967	29	1432	0
35968	13	726	0
35969	8	584	0
35970	8	828	0
35971	11	1566	0
35973	2	435	0
35974	8	34	0
35976	8	623	0
35977	30	38	0
35980	10	302	0
35981	30	565	0
35983	8	1376	0
35984	13	850	0
35985	13	1496	0
35986	13	1259	0
35987	4	808	0
35988	13	1257	0
35990	8	1237	0
35991	9	63	0
35993	8	257	0
35996	13	1441	0
35997	8	413	0
35998	13	149	0
35999	26	113	0
36003	7	327	0
36004	5	1509	0
36006	8	402	0
36007	28	1332	0
36008	8	860	0
36009	29	23	0
36010	2	21	0
36011	30	1463	0
36013	4	327	0
36014	7	271	0
36015	8	1202	0
36017	11	275	0
36018	8	1469	0
36020	8	346	0
36021	8	88	0
36022	26	1010	0
36024	4	7	0
36025	13	1004	0
36026	29	1252	0
36028	13	387	0
36030	13	321	0
36032	11	515	0
36034	8	1023	0
36035	13	664	0
36037	7	607	0
36039	13	1133	0
36042	8	225	0
36043	8	1382	0
36044	9	495	0
36047	13	1011	0
36048	13	53	0
36052	26	1528	0
36055	13	438	0
36056	12	1387	0
36057	13	951	0
36058	13	1048	0
36061	8	619	0
36062	13	1544	0
36063	29	182	0
36064	13	708	0
36066	8	930	0
36067	12	869	0
36068	13	1084	0
36069	8	829	0
36070	8	593	0
36071	11	832	0
36072	8	127	0
36075	8	657	0
36076	13	1134	0
36077	8	218	0
36078	11	964	0
36079	8	108	0
36081	9	1202	0
36082	8	1307	0
36084	13	1558	0
36086	11	255	0
36087	8	1302	0
36088	7	1491	0
36089	8	1410	0
36090	9	1549	0
36092	8	466	0
36093	11	1240	0
36095	8	389	0
36096	13	1178	0
36099	8	119	0
36100	8	1509	0
36102	29	923	0
36103	13	150	0
36107	13	1343	0
36108	11	1031	0
36109	7	78	0
36112	13	1341	1
36115	10	995	0
36116	13	612	0
36117	11	1184	0
36118	8	532	0
36119	8	189	0
36122	30	37	0
36123	26	293	0
36125	26	1415	1
36127	8	1539	0
36129	8	616	0
36133	30	583	0
36134	8	976	0
36135	30	233	0
36137	11	28	0
36138	13	414	0
36139	29	1443	0
36141	29	501	0
36143	30	141	0
36145	30	465	0
36147	13	1523	0
36148	13	1398	0
36149	13	891	0
36152	9	71	0
36154	8	574	0
36157	8	672	0
36159	13	105	0
36160	12	295	0
36162	13	1141	0
36164	5	866	0
36166	13	762	0
36168	8	1	0
36169	13	1015	0
36170	11	408	0
36171	9	865	0
36172	8	480	0
36176	13	667	0
36178	8	717	0
36179	29	1324	0
36180	30	203	0
36182	13	1184	0
36183	13	1430	0
36185	30	580	0
36186	30	1520	0
36188	13	1481	0
36189	9	420	0
36190	26	550	0
36192	11	924	0
36194	7	1085	0
36195	8	614	0
36196	13	89	0
36200	30	650	0
36202	8	888	0
36203	8	875	0
36204	8	577	0
36205	8	769	0
36206	8	718	0
36208	8	717	0
36209	30	451	0
36211	8	1157	0
36212	12	1457	0
36213	13	305	0
36214	13	1215	0
36215	30	698	0
36217	8	314	0
36218	1	344	0
36219	7	363	0
36222	8	598	0
36223	10	245	0
36228	13	1131	0
36231	11	1224	0
36233	13	509	0
36236	11	1089	0
36238	30	342	0
36239	12	1	0
36240	2	635	0
36241	9	528	0
36243	26	357	0
36244	13	519	0
36245	30	207	0
36246	1	595	0
36247	9	753	0
36249	30	378	0
36250	11	559	0
36252	26	262	0
36253	13	1318	0
36255	8	1055	0
36256	8	399	0
36257	8	1484	0
36258	8	1486	0
36259	13	443	0
36261	26	1025	0
36262	13	501	0
36263	29	637	0
36264	26	1140	0
36266	8	567	0
36267	10	1368	0
36268	8	539	0
36270	13	49	0
36271	13	327	0
36272	13	495	0
36273	29	91	0
36275	28	72	0
36277	8	82	0
36279	13	965	0
36282	13	374	0
36283	10	1550	0
36284	13	1321	0
36286	13	1282	0
36289	9	825	0
36290	7	119	0
36293	30	1215	0
36295	8	1399	0
36296	3	67	0
36297	11	1061	0
36300	8	128	0
36301	13	1559	0
36303	8	1194	0
36305	8	1374	0
36307	8	584	0
36308	8	760	0
36309	13	1292	0
36310	4	297	0
36311	13	228	0
36313	12	1166	0
36314	13	1071	0
36317	11	565	0
36319	8	670	0
36320	30	1236	0
36324	7	458	0
36325	9	1460	0
36327	13	1578	0
36328	5	978	0
36329	26	841	0
36331	8	73	0
36332	10	515	0
36334	9	1202	0
36335	13	327	0
36336	8	733	0
36337	13	595	0
36338	13	1201	0
36340	9	569	0
36341	8	316	0
36343	26	1226	0
36344	5	1343	0
36345	29	1198	0
36346	30	517	0
36347	13	178	0
36349	9	1410	0
36350	13	106	0
36352	8	1184	0
36353	13	303	0
36356	8	1001	0
36357	13	101	0
36358	26	417	0
36360	8	1155	0
36361	10	627	0
36363	13	132	0
36365	7	421	0
36368	13	1356	0
36370	13	349	0
36372	13	1546	0
36374	13	256	0
36376	26	1547	0
36377	12	1187	0
